sampling_point_id,url,name,lat,lon,easting,northing,status,type,area,distance_to_source_km
NE-45401356,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401356.json,RIVER TEES AT DABHOLME GUT CONFLUENCE,54.615892,-1.152599,454822,524858,open,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,Northumberland Durham and Tees,74.2360209785351
NE-45401357,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401357.json,SEAL SANDS STORAGE LTD TERMINAL SITE,54.617579,-1.160028,454340,525040,open,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",Northumberland Durham and Tees,73.72564358202595
NE-45401369,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401369.json,SEDGEFIELD STW CRUDE INLET,54.645369,-1.444431,435950,527950,open,SEWAGE - CRUDE TO FURTHER TREATMENT - WATER COMPANY,Northumberland Durham and Tees,55.258783175224394
NE-45401371,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401371.json,GREAT AYTON STW CRUDE INLET,54.479423,-1.156533,454750,509670,open,SEWAGE - CRUDE TO FURTHER TREATMENT - WATER COMPANY,Northumberland Durham and Tees,79.25497414747258
NE-45401372,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401372.json,TEES AT DALTON ON TEES (<63U SEDIMENT),54.471903,-1.547852,429400,508600,closed,FRESHWATER - UNSPECIFIED,Northumberland Durham and Tees,57.941318987147895
NE-45401376,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401376.json,"SIMON RIVERSIDE NORTH, BILLINGHAM",54.581751,-1.261179,447850,520980,open,TRADE DISCHARGES - SITE DRAINAGE,Northumberland Durham and Tees,68.65896097253473
NE-45401377,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401377.json,SIMON RIVERSIDE SOUTH,54.5805,-1.262285,447780,520840,open,TRADE DISCHARGES - SITE DRAINAGE,Northumberland Durham and Tees,68.63782754386165
NE-45401379,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401379.json,SEATON CAREW STW FINAL EFFLUENT,54.641279,-1.195952,451990,527650,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,70.84534792505251
NE-45401380,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401380.json,BRAN SANDS ETW (TRADE-SBCO BYPASS)(SPOT),54.608866,-1.132617,456122,524092,closed,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,75.6810654336773
NE-45401382,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401382.json,GOOSE BECK STW-FLOWS UP TO AND INC 12L/S,54.521445,-1.426339,437230,514170,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,61.601114557192695
NE-45401383,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401383.json,GOOSE BECK STW-FLOWS GREATER THAN 12L/S,54.521445,-1.426339,437230,514170,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,61.601114557192695
NE-45401385,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401385.json,SITA TEES VALLEY ENERGY FROM WASTE PLANT,54.595105,-1.255211,448220,522470,open,TRADE DISCHARGES - SITE DRAINAGE,Northumberland Durham and Tees,68.54822103133922
NE-45401386,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401386.json,LOW WORSALL STW (FLOWS GREATER 1.61 L/S),54.48545,-1.398132,439090,510180,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,65.15923715384206
NE-45401387,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401387.json,CARLTON REDMARSHALL STW CRUDE INLET,54.592605,-1.404137,438600,522100,open,SEWAGE - CRUDE TO FURTHER TREATMENT - WATER COMPANY,Northumberland Durham and Tees,59.59448757411249
NE-45401416,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401416.json,THORPE BECK @ VIEWLY HILL,54.604611,-1.325212,443687,523482,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,63.934400202861355
NE-45401417,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401417.json,KENT BECK @ KENT BRIDGE NEASHAM,54.485743,-1.502087,432355,510160,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,59.46402556036389
NE-45401418,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401418.json,KILTON BECK AT SKINNINGROVE,54.563112,-0.901252,471145,519210,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,91.40783544228836
NE-45401419,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401419.json,LEVEN AT EAST ANGROVE,54.483947,-1.149355,455209,510179,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,79.4591727095154
NE-45401420,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401420.json,LONG NEWTON STW (FROM 16/3/07),54.543508,-1.398515,439010,516640,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,62.08849271029657
NE-45401421,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401421.json,"WHINSTONE VIEW BISTRO, GREAT AYTON",54.500293,-1.146529,455370,512000,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,Northumberland Durham and Tees,78.87309665244754
NE-45401422,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401422.json,WFD TEES SUBTIDAL MACROBENTHIC SAMPLING,54.630471,-1.15812,454446,526476,open,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,Northumberland Durham and Tees,73.49249498946344
NE-45401425,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401425.json,NORTH GARE SNDS-PHILIPS APP (SEINE NET),54.631792,-1.165839,453946,526617,open,SALINE WATER - COASTAL SITES - NON BATHING/SHELLFISH,Northumberland Durham and Tees,72.97503521160105
NE-45401426,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401426.json,TEES BARRAGE (SEINE NET SITE),54.567006,-1.277856,446789,519328,open,SALINE WATER - COASTAL SITES - NON BATHING/SHELLFISH,Northumberland Durham and Tees,68.21250936697375
NE-45401434,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401434.json,BILLINGHAM STW FINAL EFFL (TO NORTH SEA),54.624427,-1.259167,447930,525730,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,67.36513453902042
NE-45401442,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401442.json,NEWBURN BRIDGE SLIPWAY,54.681515,-1.198911,451748,532125,closed,SALINE WATER - NON DESIGNATED BATHING BEACHES,Northumberland Durham and Tees,69.77492862990374
NE-45401443,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401443.json,TEES AT LOW WORSALL SEDIMENT <63U,54.485638,-1.397975,439100,510201,closed,FRESHWATER - RIVERS,Northumberland Durham and Tees,65.15728429720802
NE-45401444,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401444.json,TEES APPRX 700M U/S LOW HAIL BRIDGE,54.483298,-1.531057,430480,509875,closed,FRESHWATER - RIVERS,Northumberland Durham and Tees,58.076048604133405
NE-45401445,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45401445.json,TERRC - EAST SIDE TRADE EFFLUENT,54.633978,-1.187343,452555,526844,closed,TRADE DISCHARGES - PROCESS EFFLUENT - NOT WATER COMPANY,Northumberland Durham and Tees,71.5727769830652
NE-454F1115,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-454F1115.json,ELSTOB HILL (NRA 15) 25-4-35,54.600961,-1.461288,434900,523000,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,55.82611203423967
NE-454F1121,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-454F1121.json,SABIC ICI PORT CLARENCE W9 BOREHOLE,54.612156,-1.208758,451200,524400,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,70.85845474199982
NE-454F1127,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-454F1127.json,BOREHOLE 25-4-88 HOLMEFIELD,54.56009,-1.372137,440700,518500,closed,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,62.87148393867783
NE-454F1132,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-454F1132.json,WATERLOO FARM BOREHOLE 25-4-98,54.459527,-1.606606,425600,507200,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,55.823438939094586
NE-454F1133,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-454F1133.json,BOREHOLE 25-4-100 STH FM NEWTON MORRELL,54.478486,-1.634203,423800,509300,closed,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,53.10291753008873
NE-454F1174,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-454F1174.json,BOREHOLE 25-4-115 HIGH GIRSBY,54.464233,-1.433773,436800,507800,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,64.46310741549009
NE-45500001,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45500001.json,H'POOL POWER STN MISC TRADE & SURFACE WT,54.635312,-1.177324,453200,527000,open,TRADE DISCHARGES - COOLING WATER,Northumberland Durham and Tees,72.16470031175103
NE-45500006,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45500006.json,"HARTLEPOOL 44"" PIPE MILL COMPONENT",54.63176,-1.183592,452800,526600,open,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",Northumberland Durham and Tees,71.86597211674952
NE-45500011,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45500011.json,H'POOL PWR STN MAIN COOLING WATER UNIT 1,54.634884,-1.180431,453000,526950,open,TRADE DISCHARGES - COOLING WATER,Northumberland Durham and Tees,71.98138797732128
NE-45500012,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45500012.json,H'POOL PWR STN MAIN COOLING WATER UNIT 2,54.63444,-1.181215,452950,526900,open,TRADE DISCHARGES - COOLING WATER,Northumberland Durham and Tees,71.94391994499973
NE-45500041,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45500041.json,"H'POOL PWR STN ""ESSENTIAL"" COOLING WATER",54.633246,-1.177459,453194,526770,open,TRADE DISCHARGES - PROCESS EFFLUENT - NOT WATER COMPANY,Northumberland Durham and Tees,72.21012103176925
NE-45500042,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45500042.json,HARTLEPOOL POWER STN-TREATED SEWAGE EFF,54.635312,-1.177324,453200,527000,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,Northumberland Durham and Tees,72.16470031175103
NE-45500109,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45500109.json,CRIMDON (05900),54.728053,-1.248708,448482,537268,open,SALINE WATER - DESIGNATED BATHING BEACHES,Northumberland Durham and Tees,65.91647400794756
NE-45500124,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45500124.json,CASTLE EDEN BECK AT A1086,54.756404,-1.305552,444790,540385,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,62.04120445329673
NE-45500126,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45500126.json,"HARTLEPOOL PIPE MILL 20""",54.654389,-1.207938,451200,529100,open,TRADE DISCHARGES - PROCESS EFFLUENT - NOT WATER COMPANY,Northumberland Durham and Tees,69.7737494805759
NE-45500133,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45500133.json,AD HOC SAMPLES IN AREA 255,49.891925,-0.609124,500000,3,open,FRESHWATER - UNSPECIFIED,Northumberland Durham and Tees,555.2738492723366
NE-45500192,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45500192.json,SEA OFF SEAHAM MUSSEL NMMP2,54.747342,-1.26982,447100,539400,closed,SALINE WATER - ESTUARINE SITES - NON BATHING/SHELLFISH,Northumberland Durham and Tees,64.38985258935035
NE-45500207,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45500207.json,HORDEN STW,54.776199,-1.317805,443980,542580,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,61.179998121165795
NE-45500209,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45500209.json,"HARDWICK MANOR HALL, BLACKHALL",54.746445,-1.300595,445120,539280,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,Northumberland Durham and Tees,62.42601906498427
NE-45500238,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45500238.json,HORDEN STW CRUDE INLET,54.775845,-1.318744,443920,542540,open,SEWAGE - CRUDE TO FURTHER TREATMENT - WATER COMPANY,Northumberland Durham and Tees,61.120450285631534
NE-45500273,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45500273.json,FORMER HORDEN COLLIERY SHAFT,54.771594,-1.313996,444230,542070,open,TRADE DISCHARGES - MINERAL WORKINGS,Northumberland Durham and Tees,61.434873076708584
NE-455F0160,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-455F0160.json,HART RESERVOIR 25-5-111,54.701543,-1.250361,448407,534317,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,66.16388575190028
NE-455F0170,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-455F0170.json,CAMERONS BOREHOLE (STOCKTON ST),54.681377,-1.212066,450900,532100,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,68.94387192989258
NE-455F0171,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-455F0171.json,CAMERONS BOREHOLE (SILVER ST),54.681377,-1.212066,450900,532100,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,68.94387192989258
NE-455F0172,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-455F0172.json,BOREHOLE 25-5-112 H'POOL INDUSTRIAL EST,54.704958,-1.217507,450520,534720,closed,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,68.20280999044607
NE-45600010,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600010.json,SKELTON BECK D/S SALTBURN GILL CONFL,54.585191,-0.968325,466772,521601,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,86.58457994394078
NE-45600011,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600011.json,SKINNINGROVE BECK AT SKINNINGROVE,54.570346,-0.897144,471398,520019,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,91.4450088478766
NE-45600023,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600023.json,SKELTON BECK AT TOCKETTS BRIDGE B1269,54.549249,-1.046919,461747,517530,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,82.89669056630511
NE-45600044,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600044.json,DUNSDALE STW,54.560763,-1.059749,460900,518800,closed,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,81.70885022106853
NE-45600050,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600050.json,MOORSHOLM STW - BELOW 2.35 L/S,54.524682,-0.935426,469000,514900,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,90.58598946098225
NE-45600058,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600058.json,MARSKE SANDS (06650),54.599967,-1.017052,463600,523200,open,SALINE WATER - DESIGNATED BATHING BEACHES,Northumberland Durham and Tees,83.1290020866886
NE-45600059,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600059.json,SALTBURN (06700),54.586767,-0.969755,466677,521775,open,SALINE WATER - DESIGNATED BATHING BEACHES,Northumberland Durham and Tees,86.44999012190877
NE-45600061,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600061.json,REDCAR STRAY (06600),54.605495,-1.033949,462500,523800,open,SALINE WATER - DESIGNATED BATHING BEACHES,Northumberland Durham and Tees,81.92171619493203
NE-45600062,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600062.json,REDCAR GRANVILLE (06500),54.617323,-1.052252,461300,525100,open,SALINE WATER - DESIGNATED BATHING BEACHES,Northumberland Durham and Tees,80.46032479039337
NE-45600063,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600063.json,REDCAR LIFEBOAT STATION (06400),54.620031,-1.060738,460748,525394,open,SALINE WATER - DESIGNATED BATHING BEACHES,Northumberland Durham and Tees,79.85860710854222
NE-45600064,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600064.json,REDCAR COATHAM (06300),54.622043,-1.081569,459400,525600,open,SALINE WATER - DESIGNATED BATHING BEACHES,Northumberland Durham and Tees,78.50237025513677
NE-45600071,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600071.json,MARSKE STW (TO NORTH SEA),54.608896,-1.00987,464050,524200,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,83.33381317097476
NE-45600076,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600076.json,SALTBURN GILL U/S SKELTON BECK CONF,54.584371,-0.968114,466787,521510,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,86.6215592273864
NE-45600111,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600111.json,AD HOC SAMPLES IN AREA 256,49.891925,-0.609124,500000,3,open,MISCELLANEOUS ENVIRONMENT - UNSPECIFIED,Northumberland Durham and Tees,555.2738492723366
NE-45600151,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600151.json,MOORSHOLM STW - ABOVE 2.35 L/S,54.524681,-0.935272,469010,514900,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,90.59542628531607
NE-45600155,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600155.json,MARSKE STW CRUDE INLET,54.596469,-1.040354,462100,522790,open,SEWAGE - CRUDE TO FURTHER TREATMENT - WATER COMPANY,Northumberland Durham and Tees,81.77746433687585
NE-45600175,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600175.json,SKINNINGROVE STW,54.574093,-0.893144,471650,520440,open,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Northumberland Durham and Tees,91.58377166958545
NE-45600177,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600177.json,MILL BECK AT MILL BT NR LIVERTON MILL FM,54.529607,-0.919181,470043,515464,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,91.40388921092905
NE-45600178,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600178.json,PIT HILLS STELL CONFLUENCE ONTO BEACH,54.587165,-0.976384,466248,521813,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,86.02603268981032
NE-45600179,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600179.json,SKELTON BK 3M U/S SALTBURN GILL CONF,54.584277,-0.968658,466752,521499,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,86.59047241183198
NE-45600181,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600181.json,SALTBURN GLL D/S SALTBURN PUMPING STN OF,54.584233,-0.966632,466883,521496,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,86.71773999681747
NE-45600182,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600182.json,SALTBURN GILL D/S MILL FARM,54.584089,-0.965506,466956,521481,closed,FRESHWATER - UNSPECIFIED,Northumberland Durham and Tees,86.79195792832361
NE-45600183,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600183.json,SALTBURN GILL D/S SEWER PIPE U/S MILL FM,54.5832,-0.965621,466950,521382,closed,FRESHWATER - UNSPECIFIED,Northumberland Durham and Tees,86.81075994246454
NE-45600184,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600184.json,SALTBURN GILL U/S SEWER PIPE CROSSING,54.583101,-0.965624,466950,521371,closed,FRESHWATER - UNSPECIFIED,Northumberland Durham and Tees,86.81347013799426
NE-45600185,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600185.json,SALTBURN GILL U/S CRACKED SEWER,54.582714,-0.965541,466956,521328,closed,FRESHWATER - UNSPECIFIED,Northumberland Durham and Tees,86.82996540099305
NE-45600186,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600186.json,PIT HILLS MARSKE END FARM,54.583861,-0.998253,464840,521425,closed,TRADE DISCHARGES - UNSPECIFIED,Northumberland Durham and Tees,84.7639735882876
NE-45600187,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600187.json,D/S PIT HILLS CARAVAN PARK,54.585807,-0.983799,465771,521655,closed,FRESHWATER - RIVERS,Northumberland Durham and Tees,85.60441237956222
NE-45600188,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600188.json,U/S PIT HILLS CARAVAN PARK,54.585679,-0.984592,465720,521640,closed,FRESHWATER - RIVERS,Northumberland Durham and Tees,85.55886534353365
NE-45600189,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-45600189.json,PIT HILLS INTO CULVERT,54.585952,-0.979602,466042,521675,closed,FRESHWATER - RIVERS,Northumberland Durham and Tees,85.86111499947955
NE-49000031,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-49000031.json,BOULBY - BOIL AT LOW WATER,54.573801,-0.805748,477300,520500,open,SALINE WATER - COASTAL SITES - NON BATHING/SHELLFISH,Northumberland Durham and Tees,97.03931466639959
NE-49000043,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-49000043.json,BOULBY POTASH MINES (STATION 146)SEDIMNT,54.571935,-0.798842,477750,520300,closed,MISCELLANEOUS ENVIRONMENT - UNSPECIFIED,Northumberland Durham and Tees,97.52206493456092
NE-49000126,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-49000126.json,CLEVELAND POTASH LTD - BOULBY MINE,54.559562,-0.820082,476400,518900,open,TRADE DISCHARGES - PROCESS EFFLUENT - NOT WATER COMPANY,Northumberland Durham and Tees,96.55307402650023
NE-49000370,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-49000370.json,CLEVELAND POTASH BOULBY MINE COMPOSITE,54.559958,-0.818293,476515,518946,open,TRADE DISCHARGES - PROCESS EFFLUENT - NOT WATER COMPANY,Northumberland Durham and Tees,96.65260757899568
NE-400C0114,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-400C0114.json,"WALKERS, PETERLEE",54.772277,-1.339944,442560,542130,open,GROUNDWATER - BOREHOLE,Northumberland Durham and Tees,59.769187552924045
NE-400S0001,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-400S0001.json,"PINCHINTHORPE, LOW FARM SPRING",54.527856,-1.120026,457048,515088,open,GROUNDWATER - SPRING,Northumberland Durham and Tees,79.27664797718093
NE-43200007,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-43200007.json,RIVER SOUTH TYNE AT GARRIGILL FORD,54.765994,-2.39555,374647,541303,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,8.126135245764223
NE-43200304,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-43200304.json,GARRIGILL BURN 70M  D/S WHITESIKES ADIT,54.776657,-2.388471,375109,542487,closed,FRESHWATER - RIVERS,Northumberland Durham and Tees,7.504068728143088
NE-43200305,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-43200305.json,GARRIGILL BURN U/S SOUTH TYNE,54.772138,-2.401967,374238,541989,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,8.415808321684889
NE-43200314,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-43200314.json,WHITESIKES ADIT,54.777155,-2.387372,375180,542542,closed,MINEWATER,Northumberland Durham and Tees,7.4298582430405435
NE-43200315,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-43200315.json,BENTYFIELD ADIT (HIGH LEVEL),54.777348,-2.386037,375266,542563,closed,MINEWATER,Northumberland Durham and Tees,7.343010937576674
NE-43200316,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-43200316.json,TYNE BOTTOM ADIT,54.770764,-2.406788,373927,541838,open,MINEWATER,Northumberland Durham and Tees,8.74252162610777
NE-44100093,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-44100093.json,NWA TUNSTALL RESERVOIR WTW LAGOON DIS,54.76028,-1.898952,406600,540600,closed,TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW),Northumberland Durham and Tees,24.030419900764862
NE-44100107,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-44100107.json,ROOKHOPE BURN AT EASTGATE,54.743673,-2.075453,395240,538750,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,13.281550243009631
NE-44100142,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-44100142.json,WEAR AT WITTON-LE-WEAR,54.671411,-1.772335,414780,530730,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,34.33024405981285
NE-44100170,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-44100170.json,ROOKHOPE BURN U/S ROOKHOPE STW,54.771953,-2.090552,394272,541898,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,11.671266129425694
NE-44100253,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-44100253.json,EUDEN BECK AT FOREST DRIVE BRIDGE,54.664986,-1.897933,406681,529996,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,27.28423083252673
NE-44100254,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-44100254.json,WITTON CASTLE LAKES AT OVERFLOW,54.67417,-1.758286,415685,531040,open,FRESHWATER - LAKES/PONDS/RESERVOIRS,Northumberland Durham and Tees,35.06771822141869
NE-44100330,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-44100330.json,FRAZERS GROVE TAILRACE DISCHARGE,54.779123,-2.130555,391700,542700,closed,MINEWATER,Northumberland Durham and Tees,9.05983646684338
NE-44100342,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-44100342.json,BURNHOPE BURN @ SIX DARGUE BRIDGE,54.749774,-2.227559,385450,539450,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,4.533809627658902
NE-44100369,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-44100369.json,SWINHOPE BURN AT LANDS BRIDGE,54.735064,-2.137277,391258,537798,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,10.061024590134705
NE-44100370,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-44100370.json,ROOKHOPE BURN U/S ROOKHOPE VILLAGE,54.780831,-2.101471,393571,542887,open,MINEWATER,Northumberland Durham and Tees,10.920873716775283
NE-44100371,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-44100371.json,ROOKHOPE BN JUST U/S RIPSEY BREAKOUT,54.780388,-2.140338,391071,542842,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,8.429259447416463
NE-44100372,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-44100372.json,BOLTS BURN LEVEL,54.780418,-2.101003,393601,542841,closed,MINEWATER,Northumberland Durham and Tees,10.951387631239738
NE-44100373,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-44100373.json,RIPSEY BREAKOUT,54.780388,-2.140338,391071,542842,open,MINEWATER,Northumberland Durham and Tees,8.429259447416463
NE-44100374,https://environment.data.gov.uk/water-quality/id/sampling-point/NE-44100374.json,WHITE LEA STREAM D/S PARK WALL NRTH DIS1,54.728308,-1.755325,415855,537065,open,FRESHWATER - RIVERS,Northumberland Durham and Tees,33.66433366683418
